FIPS,year,value
19087,2020-01-04,1444
19089,2020-01-04,603
19091,2020-01-04,466
19093,2020-01-04,1312
19095,2020-01-04,1771
19097,2020-01-04,1817
19099,2020-01-04,370
19101,2020-01-04,533
19103,2020-01-04,179
19105,2020-01-04,1600
19107,2020-01-04,138
19109,2020-01-04,18
19111,2020-01-04,286
19113,2020-01-04,1152
19115,2020-01-04,1335
19117,2020-01-04,178
19119,2020-01-04,435
19121,2020-01-04,115
19123,2020-01-04,1675
19125,2020-01-04,497
19127,2020-01-04,424
19129,2020-01-04,1290
19131,2020-01-04,54
19133,2020-01-04,1018
19135,2020-01-04,206
19137,2020-01-04,2044
19139,2020-01-04,617
19141,2020-01-04,1359
19143,2020-01-04,748
19145,2020-01-04,1210
19147,2020-01-04,1531
19149,2020-01-04,828
19151,2020-01-04,187
19153,2020-01-04,1434
19155,2020-01-04,1420
19157,2020-01-04,615
19159,2020-01-04,981
19161,2020-01-04,1440
19163,2020-01-04,925
19165,2020-01-04,493
19167,2020-01-04,295
19169,2020-01-04,519
19171,2020-01-04,1718
19173,2020-01-04,980
19175,2020-01-04,1952
19177,2020-01-04,239
19179,2020-01-04,1483
19181,2020-01-04,766
19183,2020-01-04,163
19185,2020-01-04,691
19187,2020-01-04,760
19189,2020-01-04,781
19191,2020-01-04,1300
19193,2020-01-04,945
19195,2020-01-04,1168
19197,2020-01-04,1394
20001,2020-01-04,1181
20003,2020-01-04,1426
20005,2020-01-04,17
20007,2020-01-04,404
20009,2020-01-04,1721
20011,2020-01-04,729
20013,2020-01-04,1832
20015,2020-01-04,633
20017,2020-01-04,1731
20019,2020-01-04,1074
20021,2020-01-04,1353
20023,2020-01-04,1105
20025,2020-01-04,1732
20027,2020-01-04,1675
20029,2020-01-04,990
20031,2020-01-04,2037
20033,2020-01-04,18
20035,2020-01-04,976
20037,2020-01-04,431
20039,2020-01-04,1622
20041,2020-01-04,1804
20043,2020-01-04,1278
20045,2020-01-04,895
20047,2020-01-04,1378
20049,2020-01-04,552
20051,2020-01-04,26
20053,2020-01-04,314
20055,2020-01-04,208
20057,2020-01-04,1639
20059,2020-01-04,1427
20061,2020-01-04,1618
20063,2020-01-04,1215
20065,2020-01-04,1885
20067,2020-01-04,1865
20069,2020-01-04,630
20071,2020-01-04,1962
20073,2020-01-04,711
20075,2020-01-04,1320
20077,2020-01-04,621
20079,2020-01-04,338
20081,2020-01-04,1186
20083,2020-01-04,570
20085,2020-01-04,1571
20087,2020-01-04,1499
20089,2020-01-04,1133
20091,2020-01-04,664
20093,2020-01-04,438
20095,2020-01-04,994
20097,2020-01-04,1371
20099,2020-01-04,1822
20101,2020-01-04,262
20103,2020-01-04,2004
20105,2020-01-04,831
20107,2020-01-04,1874
20109,2020-01-04,131
20111,2020-01-04,1493
20113,2020-01-04,785
20115,2020-01-04,294
20117,2020-01-04,1182
20119,2020-01-04,939
20121,2020-01-04,535
20123,2020-01-04,1658
20125,2020-01-04,75
20127,2020-01-04,843
20129,2020-01-04,1070
20131,2020-01-04,1381
20133,2020-01-04,1296
20135,2020-01-04,1734
20137,2020-01-04,1222
20139,2020-01-04,1892
20141,2020-01-04,479
20143,2020-01-04,828
20145,2020-01-04,1065
20147,2020-01-04,250
20149,2020-01-04,1703
20151,2020-01-04,1081
20153,2020-01-04,1872
20155,2020-01-04,415
20157,2020-01-04,1051
20159,2020-01-04,1397
20161,2020-01-04,508
20163,2020-01-04,776
20165,2020-01-04,1956
20167,2020-01-04,224
20169,2020-01-04,1439
20171,2020-01-04,1301
20173,2020-01-04,1844
20175,2020-01-04,1922
20177,2020-01-04,227
20179,2020-01-04,762
20181,2020-01-04,1225
20183,2020-01-04,826
20185,2020-01-04,786
20187,2020-01-04,1522
20189,2020-01-04,1856
20191,2020-01-04,1176
20193,2020-01-04,219
20195,2020-01-04,1280
20197,2020-01-04,1052
20199,2020-01-04,560
20201,2020-01-04,567
20203,2020-01-04,1458
20205,2020-01-04,677
20207,2020-01-04,1854
20209,2020-01-04,1260
21001,2020-01-04,1892
21003,2020-01-04,45
21005,2020-01-04,555
21007,2020-01-04,647
21009,2020-01-04,256
21011,2020-01-04,212
21013,2020-01-04,142
21015,2020-01-04,314
21017,2020-01-04,884
21019,2020-01-04,1365
21021,2020-01-04,199
21023,2020-01-04,1176
21025,2020-01-04,1709
21027,2020-01-04,877
21029,2020-01-04,1164
21031,2020-01-04,1161
21033,2020-01-04,824
21035,2020-01-04,700
21037,2020-01-04,922
21039,2020-01-04,829
21041,2020-01-04,1194
21043,2020-01-04,1491
21045,2020-01-04,1824
21047,2020-01-04,28
21049,2020-01-04,1169
21051,2020-01-04,1020
21053,2020-01-04,156
21055,2020-01-04,1148
21057,2020-01-04,1538
21059,2020-01-04,411
21061,2020-01-04,1842
21063,2020-01-04,848
21065,2020-01-04,1833
21067,2020-01-04,1057
21069,2020-01-04,858
21071,2020-01-04,1393
21073,2020-01-04,1807
21075,2020-01-04,379
21077,2020-01-04,1137
21079,2020-01-04,1416
21081,2020-01-04,1779
21083,2020-01-04,89
21085,2020-01-04,272
21087,2020-01-04,1511
21089,2020-01-04,121
21091,2020-01-04,1900
21093,2020-01-04,1580
21095,2020-01-04,697
21097,2020-01-04,386
21099,2020-01-04,597
21101,2020-01-04,366
21103,2020-01-04,634
21105,2020-01-04,1397
21107,2020-01-04,1595
21109,2020-01-04,986
21111,2020-01-04,306
21113,2020-01-04,1418
21115,2020-01-04,855
21117,2020-01-04,52
21119,2020-01-04,484
21121,2020-01-04,1851
21123,2020-01-04,744
21125,2020-01-04,1612
21127,2020-01-04,1207
21129,2020-01-04,387
21131,2020-01-04,1432
21133,2020-01-04,1499
21135,2020-01-04,1253
21137,2020-01-04,979
21139,2020-01-04,1276
21141,2020-01-04,492
21143,2020-01-04,267
21145,2020-01-04,1833
21147,2020-01-04,1670
21149,2020-01-04,1070
21151,2020-01-04,1130
21153,2020-01-04,290
21155,2020-01-04,1775
21157,2020-01-04,30
21159,2020-01-04,2041
21161,2020-01-04,320
21163,2020-01-04,1465
21165,2020-01-04,1788
21167,2020-01-04,1877
21169,2020-01-04,739
21171,2020-01-04,200
21173,2020-01-04,246
21175,2020-01-04,1514
21177,2020-01-04,1620
21179,2020-01-04,506
21181,2020-01-04,1214
21183,2020-01-04,546
21185,2020-01-04,169
21187,2020-01-04,1487
21189,2020-01-04,720
21191,2020-01-04,1078
21193,2020-01-04,8
21195,2020-01-04,558
21197,2020-01-04,648
21199,2020-01-04,278
21201,2020-01-04,366
21203,2020-01-04,1824
21205,2020-01-04,260
21207,2020-01-04,1896
21209,2020-01-04,234
21211,2020-01-04,770
21213,2020-01-04,1969
21215,2020-01-04,871
21217,2020-01-04,1432
21219,2020-01-04,1949
21221,2020-01-04,1514
21223,2020-01-04,145
21225,2020-01-04,1741
21227,2020-01-04,1733
21229,2020-01-04,305
21231,2020-01-04,869
21233,2020-01-04,1829
21235,2020-01-04,560
21237,2020-01-04,110
21239,2020-01-04,700
22001,2020-01-04,152
22003,2020-01-04,326
22005,2020-01-04,732
22007,2020-01-04,747
22009,2020-01-04,1624
22011,2020-01-04,2016
22013,2020-01-04,403
22015,2020-01-04,56
22017,2020-01-04,433
22019,2020-01-04,1479
22021,2020-01-04,2035
22023,2020-01-04,499
22025,2020-01-04,1976
22027,2020-01-04,1777
22029,2020-01-04,1398
22031,2020-01-04,902
22033,2020-01-04,362
22035,2020-01-04,1553
22037,2020-01-04,2024
22039,2020-01-04,2019
22041,2020-01-04,933
22043,2020-01-04,996
22045,2020-01-04,327
22047,2020-01-04,692
22049,2020-01-04,1353
22051,2020-01-04,786
22053,2020-01-04,1831
22055,2020-01-04,22
22057,2020-01-04,622
22059,2020-01-04,834
22061,2020-01-04,1792
22063,2020-01-04,121
22065,2020-01-04,801
22067,2020-01-04,93
22069,2020-01-04,1525
22071,2020-01-04,1331
22073,2020-01-04,264
22075,2020-01-04,446
22077,2020-01-04,1369
22079,2020-01-04,407
22081,2020-01-04,23
22083,2020-01-04,37
22085,2020-01-04,814
22087,2020-01-04,2041
22089,2020-01-04,161
22091,2020-01-04,1021
22093,2020-01-04,1786
22095,2020-01-04,2017
22097,2020-01-04,2000
22099,2020-01-04,628
22101,2020-01-04,1626
22103,2020-01-04,655
22105,2020-01-04,1767
22107,2020-01-04,1708
22109,2020-01-04,136
22111,2020-01-04,1032
22113,2020-01-04,511
22115,2020-01-04,727
22117,2020-01-04,1504
22119,2020-01-04,1052
22121,2020-01-04,858
22123,2020-01-04,1302
22125,2020-01-04,1205
22127,2020-01-04,2003
23001,2020-01-04,125
23003,2020-01-04,550
23005,2020-01-04,33
23007,2020-01-04,837
23009,2020-01-04,209
23011,2020-01-04,1476
23013,2020-01-04,424
23015,2020-01-04,1980
23017,2020-01-04,677
23019,2020-01-04,1837
23021,2020-01-04,1756
23023,2020-01-04,1232
23025,2020-01-04,686
23027,2020-01-04,632
23029,2020-01-04,1978
23031,2020-01-04,367
24001,2020-01-04,356
24003,2020-01-04,1096
24005,2020-01-04,1813
24009,2020-01-04,1883
24011,2020-01-04,252
24013,2020-01-04,1260
24015,2020-01-04,417
24017,2020-01-04,1876
24019,2020-01-04,109
24021,2020-01-04,937
24023,2020-01-04,152
24025,2020-01-04,365
24027,2020-01-04,1443
24029,2020-01-04,456
24031,2020-01-04,125
24033,2020-01-04,858
24035,2020-01-04,1196
24037,2020-01-04,402
24039,2020-01-04,268
24041,2020-01-04,1457
24043,2020-01-04,1046
24045,2020-01-04,415
24047,2020-01-04,1196
24510,2020-01-04,1359
25001,2020-01-04,823
25003,2020-01-04,1578
25005,2020-01-04,1082
25007,2020-01-04,1289
25009,2020-01-04,62
25011,2020-01-04,1944
25013,2020-01-04,597
25015,2020-01-04,1008
25017,2020-01-04,808
25019,2020-01-04,1266
25021,2020-01-04,1869
25023,2020-01-04,150
25025,2020-01-04,309
25027,2020-01-04,1613
26001,2020-01-04,25
26003,2020-01-04,1758
26005,2020-01-04,692
26007,2020-01-04,798
26009,2020-01-04,871
26011,2020-01-04,707
26013,2020-01-04,1651
26015,2020-01-04,63
26017,2020-01-04,1494
26019,2020-01-04,1692
26021,2020-01-04,524
26023,2020-01-04,1120
26025,2020-01-04,1973
26027,2020-01-04,541
26029,2020-01-04,490
26031,2020-01-04,100
26033,2020-01-04,1279
26035,2020-01-04,1650
26037,2020-01-04,276
26039,2020-01-04,1214
26041,2020-01-04,921
26043,2020-01-04,757
26045,2020-01-04,1029
26047,2020-01-04,51
26049,2020-01-04,91
26051,2020-01-04,1394
26053,2020-01-04,1620
26055,2020-01-04,1579
26057,2020-01-04,327
26059,2020-01-04,928
26061,2020-01-04,721
26063,2020-01-04,1978
26065,2020-01-04,1345
26067,2020-01-04,936
26069,2020-01-04,1632
26071,2020-01-04,1352
26073,2020-01-04,79
26075,2020-01-04,324
26077,2020-01-04,1792
26079,2020-01-04,1454
26081,2020-01-04,1403
26083,2020-01-04,1898
26085,2020-01-04,1659
26087,2020-01-04,788
26089,2020-01-04,1262
26091,2020-01-04,390
26093,2020-01-04,1878
26095,2020-01-04,677
26097,2020-01-04,1194
26099,2020-01-04,85
26101,2020-01-04,2016
26103,2020-01-04,1858
26105,2020-01-04,666
26107,2020-01-04,321
26109,2020-01-04,1870
26111,2020-01-04,1853
26113,2020-01-04,1578
26115,2020-01-04,505
26117,2020-01-04,1406
26119,2020-01-04,600
26121,2020-01-04,1169
26123,2020-01-04,109
26125,2020-01-04,1134
26127,2020-01-04,406
26129,2020-01-04,685
26131,2020-01-04,1580
26133,2020-01-04,1628
26135,2020-01-04,1657
26137,2020-01-04,1562
26139,2020-01-04,717
26141,2020-01-04,902
26143,2020-01-04,1498
26145,2020-01-04,214
26147,2020-01-04,1048
26149,2020-01-04,287
26151,2020-01-04,1311
26153,2020-01-04,315
26155,2020-01-04,1645
26157,2020-01-04,855
26159,2020-01-04,1239
26161,2020-01-04,61
26163,2020-01-04,418
26165,2020-01-04,225
27001,2020-01-04,1413
27003,2020-01-04,1451
27005,2020-01-04,1999
27007,2020-01-04,316
27009,2020-01-04,1549
27011,2020-01-04,1141
27013,2020-01-04,994
27015,2020-01-04,172
27017,2020-01-04,549
27019,2020-01-04,331
27021,2020-01-04,978
27023,2020-01-04,477
27025,2020-01-04,1883
27027,2020-01-04,109
27029,2020-01-04,1565
27031,2020-01-04,1276
27033,2020-01-04,1857
27035,2020-01-04,813
27037,2020-01-04,67
27039,2020-01-04,726
27041,2020-01-04,235
27043,2020-01-04,561
27045,2020-01-04,2
27047,2020-01-04,874
27049,2020-01-04,568
27051,2020-01-04,1109
27053,2020-01-04,1880
27055,2020-01-04,2005
27057,2020-01-04,39
27059,2020-01-04,1579
27061,2020-01-04,1220
27063,2020-01-04,1847
27065,2020-01-04,1776
27067,2020-01-04,840
27069,2020-01-04,2029
27071,2020-01-04,382
27073,2020-01-04,870
27075,2020-01-04,29
27077,2020-01-04,1175
27079,2020-01-04,2002
27081,2020-01-04,758
27083,2020-01-04,1195
27085,2020-01-04,1351
27087,2020-01-04,1080
27089,2020-01-04,837
27091,2020-01-04,143
27093,2020-01-04,1548
27095,2020-01-04,431
27097,2020-01-04,1822
27099,2020-01-04,514
27101,2020-01-04,936
27103,2020-01-04,474
27105,2020-01-04,1214
27107,2020-01-04,1214
27109,2020-01-04,1822
27111,2020-01-04,1013
27113,2020-01-04,1618
27115,2020-01-04,1987
27117,2020-01-04,1499
27119,2020-01-04,1288
27121,2020-01-04,1447
27123,2020-01-04,1325
27125,2020-01-04,1583
27127,2020-01-04,877
27129,2020-01-04,1684
27131,2020-01-04,44
27133,2020-01-04,217
27135,2020-01-04,2031
27137,2020-01-04,1261
27139,2020-01-04,615
27141,2020-01-04,1210
27143,2020-01-04,39
27145,2020-01-04,363
27147,2020-01-04,1193
27149,2020-01-04,509
27151,2020-01-04,1213
27153,2020-01-04,1902
27155,2020-01-04,1826
27157,2020-01-04,1629
27159,2020-01-04,312
27161,2020-01-04,1757
27163,2020-01-04,138
27165,2020-01-04,1657
27167,2020-01-04,348
27169,2020-01-04,1080
27171,2020-01-04,1467
27173,2020-01-04,524
28001,2020-01-04,844
28003,2020-01-04,1603
28005,2020-01-04,131
28007,2020-01-04,1351
28009,2020-01-04,2032
28011,2020-01-04,974
28013,2020-01-04,259
28015,2020-01-04,561
28017,2020-01-04,1551
28019,2020-01-04,1312
28021,2020-01-04,196
28023,2020-01-04,1360
28025,2020-01-04,1021
28027,2020-01-04,1607
28029,2020-01-04,622
28031,2020-01-04,445
28033,2020-01-04,953
28035,2020-01-04,1928
28037,2020-01-04,1025
28039,2020-01-04,1430
28041,2020-01-04,759
28043,2020-01-04,965
28045,2020-01-04,843
28047,2020-01-04,1280
28049,2020-01-04,1502
28051,2020-01-04,1281
28053,2020-01-04,1030
28055,2020-01-04,691
28057,2020-01-04,1581
28059,2020-01-04,1310
28061,2020-01-04,692
28063,2020-01-04,907
28065,2020-01-04,2039
28067,2020-01-04,168
28069,2020-01-04,220
28071,2020-01-04,1575
28073,2020-01-04,1841
28075,2020-01-04,916
28077,2020-01-04,1370
28079,2020-01-04,688
28081,2020-01-04,1413
28083,2020-01-04,651
28085,2020-01-04,74
28087,2020-01-04,480
28089,2020-01-04,879
28091,2020-01-04,634
28093,2020-01-04,1804
28095,2020-01-04,1148
28097,2020-01-04,1181
28099,2020-01-04,922
28101,2020-01-04,1658
28103,2020-01-04,1525
28105,2020-01-04,1030
28107,2020-01-04,93
28109,2020-01-04,962
28111,2020-01-04,2020
28113,2020-01-04,1123
28115,2020-01-04,327
28117,2020-01-04,881
28119,2020-01-04,1714
28121,2020-01-04,1204
28123,2020-01-04,439
28125,2020-01-04,1286
28127,2020-01-04,789
28129,2020-01-04,146
28131,2020-01-04,942
28133,2020-01-04,327
28135,2020-01-04,322
28137,2020-01-04,328
28139,2020-01-04,867
28141,2020-01-04,1830
28143,2020-01-04,68
28145,2020-01-04,579
28147,2020-01-04,642
28149,2020-01-04,332
28151,2020-01-04,1123
28153,2020-01-04,1481
28155,2020-01-04,1811
28157,2020-01-04,617
28159,2020-01-04,450
28161,2020-01-04,1963
28163,2020-01-04,220
29001,2020-01-04,1739
29003,2020-01-04,21
29005,2020-01-04,1279
29007,2020-01-04,2022
29009,2020-01-04,583
29011,2020-01-04,1172
29013,2020-01-04,1284
29015,2020-01-04,1344
29017,2020-01-04,263
29019,2020-01-04,1509
29021,2020-01-04,2043
29023,2020-01-04,1813
29025,2020-01-04,205
29027,2020-01-04,1155
29029,2020-01-04,1685
29031,2020-01-04,12
29033,2020-01-04,736
29035,2020-01-04,32
29037,2020-01-04,1024
29039,2020-01-04,454
29041,2020-01-04,1332
29043,2020-01-04,332
29045,2020-01-04,784
29047,2020-01-04,381
29049,2020-01-04,1686
29051,2020-01-04,139
29053,2020-01-04,453
29055,2020-01-04,680
29057,2020-01-04,841
29059,2020-01-04,1223
29061,2020-01-04,167
29063,2020-01-04,1082
29065,2020-01-04,791
29067,2020-01-04,1232
29069,2020-01-04,51
29071,2020-01-04,49
29073,2020-01-04,132
29075,2020-01-04,1539
29077,2020-01-04,2023
29079,2020-01-04,594
29081,2020-01-04,614
29083,2020-01-04,368
29085,2020-01-04,185
29087,2020-01-04,88
29089,2020-01-04,1766
29091,2020-01-04,812
29093,2020-01-04,44
29095,2020-01-04,1263
29097,2020-01-04,1366
29099,2020-01-04,1948
29101,2020-01-04,1444
29103,2020-01-04,1788
29105,2020-01-04,1773
29107,2020-01-04,1756
29109,2020-01-04,941
29111,2020-01-04,876
29113,2020-01-04,497
29115,2020-01-04,1683
29117,2020-01-04,555
29119,2020-01-04,181
29121,2020-01-04,842
29123,2020-01-04,1784
29125,2020-01-04,1586
29127,2020-01-04,183
29129,2020-01-04,83
29131,2020-01-04,899
29133,2020-01-04,1483
29135,2020-01-04,1099
29137,2020-01-04,1237
29139,2020-01-04,452
29141,2020-01-04,1513
29143,2020-01-04,826
29145,2020-01-04,2032
29147,2020-01-04,833
29149,2020-01-04,860
29151,2020-01-04,1381
29153,2020-01-04,54
29155,2020-01-04,1832
29157,2020-01-04,1331
29159,2020-01-04,289
29161,2020-01-04,1100
29163,2020-01-04,1980
29165,2020-01-04,1179
29167,2020-01-04,568
29169,2020-01-04,2001
29171,2020-01-04,1915
29173,2020-01-04,1615
29175,2020-01-04,590
29177,2020-01-04,1968
29179,2020-01-04,1957
29181,2020-01-04,124
29183,2020-01-04,1609
29185,2020-01-04,888
29186,2020-01-04,1568
29187,2020-01-04,1375
29189,2020-01-04,682
29195,2020-01-04,750
29197,2020-01-04,407
29199,2020-01-04,336
29201,2020-01-04,1746
29203,2020-01-04,1387
29205,2020-01-04,652
29207,2020-01-04,308
29209,2020-01-04,1370
29211,2020-01-04,1126
29213,2020-01-04,751
29215,2020-01-04,591
29217,2020-01-04,779
29219,2020-01-04,1263
29221,2020-01-04,1578
29223,2020-01-04,1255
29225,2020-01-04,460
29227,2020-01-04,1217
29229,2020-01-04,1557
29510,2020-01-04,1712
30001,2020-01-04,1153
30003,2020-01-04,1190
30005,2020-01-04,886
30007,2020-01-04,787
30009,2020-01-04,1603
30011,2020-01-04,1026
30013,2020-01-04,1868
30015,2020-01-04,1071
30017,2020-01-04,872
30019,2020-01-04,1252
30021,2020-01-04,1508
30023,2020-01-04,615
30025,2020-01-04,1854
30027,2020-01-04,1800
30029,2020-01-04,1410
30031,2020-01-04,1849
30033,2020-01-04,1095
30035,2020-01-04,442
30037,2020-01-04,1804
30039,2020-01-04,1166
30041,2020-01-04,1656
30043,2020-01-04,208
30045,2020-01-04,18
30047,2020-01-04,493
30049,2020-01-04,304
30051,2020-01-04,563
30053,2020-01-04,958
30055,2020-01-04,1825
30057,2020-01-04,24
30059,2020-01-04,1123
30061,2020-01-04,1059
30063,2020-01-04,1621
30065,2020-01-04,1387
30067,2020-01-04,1214
30069,2020-01-04,527
30071,2020-01-04,809
30073,2020-01-04,483
30075,2020-01-04,1875
30077,2020-01-04,240
30079,2020-01-04,1780
30081,2020-01-04,1082
30083,2020-01-04,1923
30085,2020-01-04,1382
30087,2020-01-04,1250
30089,2020-01-04,578
30091,2020-01-04,1246
30093,2020-01-04,462
30095,2020-01-04,1233
30097,2020-01-04,760
30099,2020-01-04,1809
30101,2020-01-04,1599
30103,2020-01-04,476
30105,2020-01-04,456
30107,2020-01-04,1064
30109,2020-01-04,694
30111,2020-01-04,1040
31001,2020-01-04,82
31003,2020-01-04,1794
31005,2020-01-04,411
31007,2020-01-04,1145
31009,2020-01-04,1423
31011,2020-01-04,1763
31013,2020-01-04,480
31015,2020-01-04,493
31017,2020-01-04,959
31019,2020-01-04,1977
31021,2020-01-04,750
31023,2020-01-04,2026
31025,2020-01-04,851
31027,2020-01-04,1769
31029,2020-01-04,1431
31031,2020-01-04,1837
31033,2020-01-04,1022
31035,2020-01-04,1391
31037,2020-01-04,1299
31039,2020-01-04,1802
31041,2020-01-04,761
31043,2020-01-04,238
31045,2020-01-04,1748
31047,2020-01-04,1570
31049,2020-01-04,1336
31051,2020-01-04,1412
31053,2020-01-04,528
31055,2020-01-04,167
31057,2020-01-04,1047
31059,2020-01-04,555
31061,2020-01-04,1977
31063,2020-01-04,1576
31065,2020-01-04,1316
31067,2020-01-04,528
31069,2020-01-04,542
31071,2020-01-04,1003
31073,2020-01-04,757
31075,2020-01-04,127
31077,2020-01-04,110
31079,2020-01-04,1477
31081,2020-01-04,721
31083,2020-01-04,734
31085,2020-01-04,16
31087,2020-01-04,359
31089,2020-01-04,1005
31091,2020-01-04,1679
31093,2020-01-04,1400
31095,2020-01-04,975
31097,2020-01-04,1981
31099,2020-01-04,1225
31101,2020-01-04,1456
31103,2020-01-04,871
31105,2020-01-04,1847
31107,2020-01-04,1756
31109,2020-01-04,433
31111,2020-01-04,833
31113,2020-01-04,1598
31115,2020-01-04,522
31117,2020-01-04,70
31119,2020-01-04,645
31121,2020-01-04,317
31123,2020-01-04,705
31125,2020-01-04,1051
31127,2020-01-04,679
